Tempo (UTC),East (G),North (G),Down (G)
2025-06-05T20:05:30,-0.004036571537321834,0.2021527571496523,0.2387628932421784
2025-06-05T20:06:24,-0.005133166899134283,0.21185322560363964,0.2129235717700334
2025-06-05T20:07:18,-0.006462045512852314,0.22020560503025846,0.18511830719794534
2025-06-05T20:08:12,-0.008031912764948955,0.2268656540294166,0.15557966879889956
2025-06-05T20:09:06,-0.009840055238283444,0.23150027024721473,0.1246478587159358
2025-06-05T20:10:00,-0.01187285861532488,0.23381261382505142,0.09277413882229014
2025-06-05T20:10:54,-0.014105742097955202,0.23357177403950277,0.06051501802226701
2025-06-05T20:11:48,-0.016502606384573106,0.23064411582072356,0.02851419521905
2025-06-05T20:12:42,-0.0190151439463221,0.22502193438819276,-0.00252928531572464
2025-06-05T20:13:36,-0.02158257013828949,0.216844142323307,-0.03190590058302325
2025-06-05T20:14:30,-0.024132437507767623,0.206403810426393,-0.0589499722238407
2025-06-05T20:15:24,-0.026583135068346603,0.19413871788612463,-0.08309717325149234
2025-06-05T20:16:18,-0.028848420178698396,0.18060359919676247,-0.10393703747732569
2025-06-05T20:17:12,-0.03084390344931885,0.16642612434625081,-0.12125184785200087
2025-06-05T20:18:06,-0.03249488436432023,0.15225211907942987,-0.13503470974034437
2025-06-05T20:19:00,-0.03374444083185218,0.13868824822990083,-0.1454828884281473
2025-06-05T20:19:54,-0.034560350740563725,0.12625152111018606,-0.1529670540876838
2025-06-05T20:20:48,-0.03493938609658739,0.11533402002703301,-0.15798192214781823
2025-06-05T20:21:42,-0.03490782651980126,0.10618821317870136,-0.1610876647132945
2025-06-05T20:22:36,-0.034517656857517336,0.09893370839656163,-0.16285327871134636
2025-06-05T20:23:30,-0.03383872141817311,0.09358144874011719,-0.16381218849590368
2025-06-05T20:24:24,-0.03294791777380555,0.09006746848210918,-0.16443683326839015
2025-06-05T20:25:18,-0.03191712112067819,0.08828655522588522,-0.1651337284351644
2025-06-05T20:26:12,-0.030801768847504598,0.08811706948634074,-0.1662549587811598
2025-06-05T20:27:06,-0.029631823623875973,0.0894315279445468,-0.16811787693518773
2025-06-05T20:28:00,-0.0284062017188802,0.0920923544280779,-0.17102319584299325
2025-06-05T20:28:54,-0.027090831015858245,0.0959369497197831,-0.17526313375428754
2025-06-05T20:29:48,-0.025619474229036203,0.100759425136795,-0.181115265366248
2025-06-05T20:30:42,-0.023895483371418884,0.10629697961646879,-0.18882289066182262
2025-06-05T20:31:36,-0.021791805264234698,0.11222680403511905,-0.1985673151028232
2025-06-05T20:32:30,-0.019145708213983415,0.11817523978872961,-0.21043993938409794
2025-06-05T20:33:24,-0.015743436392414496,0.12373580238125037,-0.22442176188781907
2025-06-05T20:34:18,-0.011287521197055199,0.12848724688665134,-0.24037511929421074
2025-06-05T20:35:12,-0.005334614499638987,0.1319956323067543,-0.2580484480132329
2025-06-05T20:36:06,0.002815744615361181,0.13376812054903503,-0.2770911648928352
2025-06-05T20:37:00,0.014299743811034155,0.13307923079495335,-0.2970738118120784
2025-06-05T20:37:54,0.030856827878165308,0.12846750091142603,-0.31750895303402843
2025-06-05T20:38:48,0.054268369051459174,0.11660087287624685,-0.337870509106146
2025-06-05T20:39:42,0.0823556985277057,0.09193513256725783,-0.3576120186789289
2025-06-05T20:40:36,0.10284921883248675,0.05543756902798713,-0.3761862784609012
2025-06-05T20:41:30,0.10666855681584532,0.023798584366017825,-0.39306889892499774
2025-06-05T20:42:24,0.10113552829979425,0.007935585395189734,-0.4077864084365273
2025-06-05T20:43:18,0.09404827335008056,0.00512751289786823,-0.4199464782914952
2025-06-05T20:44:12,0.08795652841585345,0.010385994191313381,-0.42926504486483735
2025-06-05T20:45:06,0.0831617299083504,0.020361100706524807,-0.4355839366932188
2025-06-05T20:46:00,0.07942395063975319,0.03304929214511262,-0.4388737734164322
2025-06-05T20:46:54,0.07644717181900476,0.047220180567177264,-0.43922011667165217
2025-06-05T20:47:48,0.07398466947195224,0.062094025559817675,-0.43679499784247827
2025-06-05T20:48:42,0.07185083070562444,0.07717918444833524,-0.43181954143791207
2025-06-05T20:49:36,0.06991321835595161,0.09218172089758195,-0.42452522720937097
2025-06-05T20:50:30,0.06808190861978222,0.10694439683407767,-0.41512091294440046
2025-06-05T20:51:24,0.06629947090776518,0.12139827872898108,-0.4037704721025164
2025-06-05T20:52:18,0.06453214316331483,0.13552213737161323,-0.39058281153868213
2025-06-05T20:53:12,0.06276239810730061,0.14930923661007792,-0.3756132859514892
2025-06-05T20:54:06,0.06098306899038931,0.16274190053996965,-0.3588739183630554
2025-06-05T20:55:00,0.05919305333515336,0.17577376599626512,-0.34034952816667635
2025-06-05T20:55:54,0.05739435946612182,0.1883192018668631,-0.32001741346825285
2025-06-05T20:56:48,0.055590040123770904,0.20024949905894066,-0.2978688913573869
2025-06-05T20:57:42,0.05378248869949689,0.21139592276597274,-0.27393114800064305
2025-06-05T20:58:36,0.05197169907194647,0.22156002788455373,-0.24828730949168784
2025-06-05T20:59:30,0.050153365092176376,0.23053125399718968,-0.22109175283573584
2025-06-05T21:00:24,0.048317037062960776,0.23811055823486538,-0.19257712442739913
2025-06-05T21:01:18,0.0464446274859127,0.24413721527491583,-0.1630498307071206
2025-06-05T21:02:12,0.04451011766427752,0.24851388266280652,-0.13287277032909528
2025-06-05T21:03:06,0.042480373816309466,0.25122506734889766,-0.10243624829560603
2025-06-05T21:04:00,0.04031752646004685,0.25234415415686245,-0.07212143466726671
2025-06-05T21:04:54,0.037982553752012656,0.25202674816837733,-0.042262661317680916
2025-06-05T21:05:48,0.03543960781261247,0.2504909466417382,-0.013115617341213878
