NORAD_ID,Tempo (UTC),East (G),North (G),Down (G)
27848U,2025-06-05T18:08:13,0.05053069829129492,0.17752111831508036,-0.2976085042491868
27848U,2025-06-05T18:09:07,0.04893247598349502,0.18811585178665324,-0.27749742318125803
27848U,2025-06-05T18:10:01,0.04732489800568387,0.19798968804974457,-0.255884833658481
27848U,2025-06-05T18:10:55,0.045704386596679816,0.2069921293187157,-0.2328599120385381
27848U,2025-06-05T18:11:49,0.04406344367494225,0.2149709177999477,-0.20856170237730773
27848U,2025-06-05T18:12:43,0.04238952845192016,0.22178799294210924,-0.1831809834427998
27848U,2025-06-05T18:13:37,0.040664446464750155,0.22733627691601463,-0.1569547341220499
27848U,2025-06-05T18:14:31,0.03886452238519789,0.23155447624906447,-0.13015296238901017
27848U,2025-06-05T18:15:25,0.03696172335242318,0.23443700645793183,-0.10305915086341808
27848U,2025-06-05T18:16:19,0.03492572527202715,0.2360367703680889,-0.07594702599097836
27848U,2025-06-05T18:17:13,0.03272672658457565,0.23645977542580127,-0.049057347598496004
27848U,2025-06-05T18:18:07,0.030338668434431067,0.2358521697046867,-0.022578616961455016
27848U,2025-06-05T18:19:01,0.02774245525376224,0.2343817925626588,0.0033650849438118225
27848U,2025-06-05T18:19:55,0.024928794691244233,0.23221736620202862,0.028717325859316894
27848U,2025-06-05T18:20:49,0.02190037005182168,0.2295087355047884,0.0534835650699359
27848U,2025-06-05T18:21:43,0.018673181795353225,0.22637106085968406,0.07771798238271851
27848U,2025-06-05T18:22:37,0.015277003969688863,0.22287478098097807,0.10150555613227974
27848U,2025-06-05T18:23:31,0.01175496757043085,0.21904184732223506,0.12494239522126974
27848U,2025-06-05T18:24:25,0.00816230169107574,0.21484757893069545,0.14811695448398224
27848U,2025-06-05T18:25:19,0.004564256846819139,0.2102267886613283,0.1710939172754232
27848U,2025-06-05T18:26:13,0.0010332407293959466,0.20508269273895555,0.19390157575322423
27848U,2025-06-05T18:27:07,-0.0023547491854367386,0.19929743358434063,0.21652281564252282
27848U,2025-06-05T18:28:01,-0.00552419365710745,0.19274356917876828,0.23888951265189995
27848U,2025-06-05T18:28:55,-0.008404252385695728,0.18529631862196644,0.2608802639408447
27848U,2025-06-05T18:29:49,-0.010932565255422872,0.1768464868859872,0.2823217206151719
27848U,2025-06-05T18:30:43,-0.013058025037995594,0.1673137644728343,0.3029940753667078
27848U,2025-06-05T18:31:37,-0.014741921355530926,0.1566596281437625,0.3226412426914764
27848U,2025-06-05T18:32:31,-0.015957033339406713,0.14489860172694574,0.3409858324109282
27848U,2025-06-05T18:33:25,-0.016684540754193587,0.1321064501398993,0.3577482279018438
27848U,2025-06-05T18:34:19,-0.016908932414011556,0.11842419947466021,0.3726681619146067
27848U,2025-06-05T18:35:13,-0.01661126588232692,0.10405783803586119,0.3855264271841322
27848U,2025-06-05T18:36:07,-0.015761001785332913,0.08927528592225258,0.39616401608843155
27848U,2025-06-05T18:37:01,-0.014306082709145932,0.07440511471629896,0.40449617184908965
27848U,2025-06-05T18:37:55,-0.012160180265413349,0.05984683131054548,0.4105195065728451
27848U,2025-06-05T18:38:49,-0.009187055702319766,0.046113639443267095,0.4143113179603752
27848U,2025-06-05T18:39:43,-0.005194799562319185,0.03395073476983982,0.41602127865843486
27848U,2025-06-05T18:40:37,-1.745433899759948e-05,0.024589755212368797,0.4158565713520262
27848U,2025-06-05T18:41:31,0.006053844157108977,0.020014464218732986,0.41406217916368576
27848U,2025-06-05T18:42:25,0.011400790965064482,0.0221507931542151,0.4108983957227784
27848U,2025-06-05T18:43:19,0.013770029270130166,0.030156868024414397,0.4066177408992004
27848U,2025-06-05T18:44:13,0.01307988698945968,0.04066364512091234,0.4014434189102247
27848U,2025-06-05T18:45:07,0.010863950238848924,0.05142060867521141,0.39555126778374683
27848U,2025-06-05T18:46:01,0.00825240267543438,0.061830250549969754,0.3890568146446327
27848U,2025-06-05T18:46:55,0.0057443184504407056,0.07192254115626709,0.3820085449494847
27848U,2025-06-05T18:47:49,0.0035262010060231126,0.08186055926303167,0.37438781654398556
27848U,2025-06-05T18:48:43,0.0016543702110257163,0.09180610718736791,0.3661150628791322
27848U,2025-06-05T18:49:37,0.00012499057936524567,0.10188483538496079,0.3570611613451938
27848U,2025-06-05T18:50:31,-0.0010992609410132499,0.11217475022985947,0.347062255109286
27848U,2025-06-05T18:51:25,-0.0020763459446590665,0.12270201991339239,0.33593605367018436
27848U,2025-06-05T18:52:19,-0.002876109051772965,0.133440823768372,0.3234977689557954
27848U,2025-06-05T18:53:13,-0.0035730037033248336,0.14431602660295934,0.3095743366016146
27848U,2025-06-05T18:54:07,-0.004239952566402133,0.15520756552988707,0.29401629347293273
27848U,2025-06-05T18:55:01,-0.004943542396909998,0.1659554996978603,0.2767074383493818
27848U,2025-06-05T18:55:55,-0.005740708748819973,0.17636501997678086,0.2575729916090813
27848U,2025-06-05T18:56:49,-0.006676859776865046,0.1862112915472616,0.23658723523279693
27848U,2025-06-05T18:57:43,-0.007785193962575426,0.19524464440835743,0.21378148001880123
27848U,2025-06-05T18:58:37,-0.009086848072446183,0.20319715014898584,0.1892526894446361
27848U,2025-06-05T18:59:31,-0.010591480590171279,0.2097918653901116,0.16317229375020617
27848U,2025-06-05T19:00:25,-0.01229787713213452,0.21475589536234224,0.1357938086366504
27848U,2025-06-05T19:01:19,-0.014194703335732521,0.21783768346094307,0.10745722330207312
27848U,2025-06-05T19:02:13,-0.016260354025726186,0.21882847027169378,0.07858730839667309
27848U,2025-06-05T19:03:07,-0.018463187498167007,0.21758583192356312,0.049683716496753065
27848U,2025-06-05T19:04:01,-0.02076141006322451,0.21405685654078788,0.021300966998881055
27848U,2025-06-05T19:04:55,-0.023103305750973503,0.20829712897177985,-0.005981812759153105
27848U,2025-06-05T19:05:49,-0.025428138635855104,0.20048158830619237,-0.031599686906748616
27848U,2025-06-05T19:06:43,-0.02766809229290655,0.19090386043842406,-0.05504547537157997
27848U,2025-06-05T19:07:37,-0.029751477545251294,0.17996212628844882,-0.07591260196421781
27848U,2025-06-05T19:08:31,-0.03160720313556415,0.16813177671098567,-0.09393088985945273
27848U,2025-06-05T19:09:25,-0.03317019966967426,0.15592762973174476,-0.10898934262904647
27848U,2025-06-05T19:10:19,-0.034387178257548744,0.14386077681746462,-0.12114167863069412
27848U,2025-06-05T19:11:13,-0.035221870380646024,0.13239657601196392,-0.13059325519548762
27848U,2025-06-05T19:12:07,-0.03565880895737426,0.12192044603599986,-0.13767146924026988
27848U,2025-06-05T19:13:01,-0.03570481998099535,0.11271675396273295,-0.14278496001918536
27848U,2025-06-05T19:13:55,-0.035387702493933144,0.10496343525590505,-0.14637913628173707
27848U,2025-06-05T19:14:49,-0.03475203330728756,0.09874162231141467,-0.14889607153731008
27848U,2025-06-05T19:15:43,-0.03385254840593802,0.09405631848271412,-0.1507454314582638
27848U,2025-06-05T19:16:37,-0.03274600816427531,0.09086189758825287,-0.1522901035572833
27848U,2025-06-05T19:17:31,-0.031482736625677986,0.08908556495982552,-0.15384634850599868
27848U,2025-06-05T19:18:25,-0.0300990597747698,0.08864308203252706,-0.15569461901820525
27848U,2025-06-05T19:19:19,-0.0286116339889681,0.08944370964559221,-0.1580947106727948
27848U,2025-06-05T19:20:13,-0.02701419545107937,0.09138469770089637,-0.16129830382242863
27848U,2025-06-05T19:21:07,-0.025276664281991868,0.09433874875396335,-0.16555335878196537
27848U,2025-06-05T19:22:01,-0.023345912042231232,0.09813979769464816,-0.17109776388669193
27848U,2025-06-05T19:22:55,-0.02114693567310275,0.10257262923053015,-0.1781431714633156
27848U,2025-06-05T19:23:49,-0.018582701254730362,0.10737027373455323,-0.18685299251679732
27848U,2025-06-05T19:24:43,-0.015530458201201169,0.1122202414981803,-0.19732015786356413
27848U,2025-06-05T19:25:37,-0.011831692577409778,0.11677716079985848,-0.20955008538191328
27848U,2025-06-05T19:26:31,-0.007271795215256135,0.12067569295317694,-0.2234525290712838
27848U,2025-06-05T19:27:25,-0.0015437422974157896,0.12353306553361056,-0.2388433534958109
27848U,2025-06-05T19:28:19,0.005811522460178744,0.1249221057148933,-0.2554547423396815
27848U,2025-06-05T19:29:13,0.015489790932704337,0.12427537114613765,-0.272950754648939
27848U,2025-06-05T19:30:07,0.028486953729154642,0.12063727090103962,-0.29094490346776997
27848U,2025-06-05T19:31:01,0.04586153199984581,0.11215489669405868,-0.3090174102843811
27848U,2025-06-05T19:31:55,0.06722273610537881,0.09567901374875172,-0.32673138224550385
27848U,2025-06-05T19:32:49,0.08724112390226009,0.06928914199708937,-0.34364857144892147
27848U,2025-06-05T19:33:43,0.0971576547641579,0.03951479554779173,-0.35934595437376093
27848U,2025-06-05T19:34:37,0.09613865949516837,0.01793847767553331,-0.37343387029296093
25977U,2025-06-05T18:05:31,-0.04074136314260337,0.11375925088987988,-0.13039231795155418
25977U,2025-06-05T18:06:25,-0.03939210101170916,0.1077423097342733,-0.13449121621147078
25977U,2025-06-05T18:07:19,-0.03776784608499704,0.10303909245592863,-0.13789438386188632
25977U,2025-06-05T18:08:13,-0.035911412151711,0.09962887739571444,-0.14090846779264574
25977U,2025-06-05T18:09:07,-0.0338558871950651,0.0974722774597513,-0.14380395133702012
25977U,2025-06-05T18:10:01,-0.03162067566933941,0.09652396089120871,-0.14682883754456702
25977U,2025-06-05T18:10:55,-0.02920938034939209,0.09673415870031112,-0.15022561271402524
25977U,2025-06-05T18:11:49,-0.026609508662302828,0.0980394797392922,-0.154244322268078
25977U,2025-06-05T18:12:43,-0.023793603417424054,0.10034671495937965,-0.15914606276468407
25977U,2025-06-05T18:13:37,-0.02072105445048915,0.1035153033137561,-0.1651942565842714
25977U,2025-06-05T18:14:31,-0.01733957195733769,0.10734437195184807,-0.17263480472936776
25977U,2025-06-05T18:15:25,-0.01358507655809383,0.1115686840107383,-0.1816694962453244
25977U,2025-06-05T18:16:19,-0.009378514589257566,0.11586486082824167,-0.19242894173486297
25977U,2025-06-05T18:17:13,-0.0046177139799413475,0.11986560895192616,-0.20495130746037565
25977U,2025-06-05T18:18:07,0.0008383065040450607,0.12317596983854766,-0.21917137602497996
25977U,2025-06-05T18:19:01,0.007196259877225836,0.12538168948609119,-0.23492161449859864
25977U,2025-06-05T18:19:55,0.014771351462036194,0.12603389975776527,-0.25194395530151303
25977U,2025-06-05T18:20:49,0.02404729042332258,0.12458156149617461,-0.2699088128698551
25977U,2025-06-05T18:21:43,0.0357286946632186,0.12019553084083658,-0.2884370423803939
25977U,2025-06-05T18:22:37,0.050634880506502056,0.11139825393182799,-0.307121146068136
25977U,2025-06-05T18:23:31,0.06885179841041801,0.09560602375587879,-0.32554360381770014
25977U,2025-06-05T18:24:25,0.08712376622447081,0.07015621894464727,-0.3432920148042758
25977U,2025-06-05T18:25:19,0.09746543618639064,0.03824412749847653,-0.3599720617471182
25977U,2025-06-05T18:26:13,0.0959771362204622,0.011556984638538884,-0.37521970413644
25977U,2025-06-05T18:27:07,0.08820606947276648,-0.00257476821511841,-0.38871344849990996
25977U,2025-06-05T18:28:01,0.07986545418180252,-0.005754615509370698,-0.40018639826973
25977U,2025-06-05T18:28:55,0.07299160859403489,-0.0017742390547483805,-0.40943662692616023
25977U,2025-06-05T18:29:49,0.06776171071522386,0.006571695445760327,-0.41633378156201956
25977U,2025-06-05T18:30:43,0.06385405004004516,0.017558212868297795,-0.4208199992679794
25977U,2025-06-05T18:31:37,0.06090214684849006,0.030123043723050223,-0.42290415752334315
25977U,2025-06-05T18:32:31,0.05860257124071667,0.04358841669831775,-0.42264984618718043
25977U,2025-06-05T18:33:25,0.0567263444867691,0.057510509434354956,-0.4201587757357547
25977U,2025-06-05T18:34:19,0.05510840331688501,0.07159810036355158,-0.4155522147564674
25977U,2025-06-05T18:35:13,0.0536342018378265,0.08566408957464189,-0.40895326968830403
25977U,2025-06-05T18:36:07,0.05222761226460627,0.09959216398376776,-0.4004724161522124
25977U,2025-06-05T18:37:01,0.05084074147942597,0.11331089829050495,-0.390197886659524
25977U,2025-06-05T18:37:55,0.04944561620536472,0.1267723884328751,-0.37819160498232696
25977U,2025-06-05T18:38:49,0.0480276049319537,0.13993463171708492,-0.36449056840861527
25977U,2025-06-05T18:39:43,0.04658039077474638,0.15274770014179673,-0.34911301993781724
25977U,2025-06-05T18:40:37,0.045102223249912254,0.16514403327528185,-0.33206839425658474
25977U,2025-06-05T18:41:31,0.04359311091903738,0.17703323771367996,-0.31336976176145226
25977U,2025-06-05T18:42:25,0.04205262240344016,0.18830171018882233,-0.29304724411372174
25977U,2025-06-05T18:43:19,0.04047805503787536,0.19881716615900202,-0.2711606230957707
25977U,2025-06-05T18:44:13,0.0388628835024303,0.20843770721560884,-0.24780920013702307
25977U,2025-06-05T18:45:07,0.0371955644632478,0.21702442026643637,-0.22313703460762133
25977U,2025-06-05T18:46:01,0.03545889214766914,0.2244557942373197,-0.19733212633578964
25977U,2025-06-05T18:46:55,0.03363013388603485,0.2306416717717131,-0.1706189490699844
25977U,2025-06-05T18:47:49,0.03168211236345373,0.23553424326632622,-0.14324488439674124
25977U,2025-06-05T18:48:43,0.02958526186701405,0.23913388728821305,-0.11546231715840737
25977U,2025-06-05T18:49:37,0.027310511359128525,0.2414884777315602,-0.08750913248916559
25977U,2025-06-05T18:50:31,0.024832688181400227,0.24268596958377822,-0.05959082564162275
25977U,2025-06-05T18:51:25,0.022134035059157328,0.24284137325441493,-0.031867240690177115
25977U,2025-06-05T18:52:19,0.01920741200657765,0.24208031577929506,-0.00444610939412488
25977U,2025-06-05T18:53:13,0.016058810881214212,0.24052199632133237,0.02261574002475676
25977U,2025-06-05T18:54:07,0.012708919726102821,0.23826433126179566,0.04930407697288324
25977U,2025-06-05T18:55:01,0.009193602124107875,0.23537347719616425,0.07563367513402336
25977U,2025-06-05T18:55:55,0.0055632716567472484,0.23187890166385597,0.10163199461662396
25977U,2025-06-05T18:56:49,0.0018812249103237382,0.22777402326168905,0.12732283846277576
25977U,2025-06-05T18:57:43,-0.0017789514984288032,0.2230214596892308,0.15271224089128393
25977U,2025-06-05T18:58:37,-0.005336747936859688,0.21756132719980698,0.1777780152581526
25977U,2025-06-05T18:59:31,-0.008708678193104427,0.21132092091853572,0.20246344481427303
25977U,2025-06-05T19:00:25,-0.011812569043909269,0.2042244365458259,0.22667481545957435
25977U,2025-06-05T19:01:19,-0.014571715584956358,0.19620185202768226,0.25028199166424914
25977U,2025-06-05T19:02:13,-0.016918810559508522,0.1871970565591677,0.2731213163380881
25977U,2025-06-05T19:03:07,-0.01879873737450802,0.17717514482678462,0.29500020278035616
25977U,2025-06-05T19:04:01,-0.02017011908349345,0.1661295547806981,0.3157033842205558
25977U,2025-06-05T19:04:55,-0.021005187786316867,0.15408917312468806,0.33500108539730167
25977U,2025-06-05T19:05:49,-0.021287906428287234,0.1411252709505497,0.35265955008029143
25977U,2025-06-05T19:06:43,-0.021010503141488526,0.12735770162416607,0.36845417057787994
25977U,2025-06-05T19:07:37,-0.020168775154756697,0.11295961132568816,0.38218495245364986
25977U,2025-06-05T19:08:31,-0.018756563911290755,0.0981602564000744,0.3936933175459891
25977U,2025-06-05T19:09:25,-0.01675962760615171,0.08324677458644134,0.40287848693184214
25977U,2025-06-05T19:10:19,-0.014148824804341306,0.06856857705763862,0.4097111104552873
25977U,2025-06-05T19:11:13,-0.010872741631349946,0.05455380729065045,0.4142416190472571
25977U,2025-06-05T19:12:07,-0.006853683036642491,0.04175881121792557,0.416601099677702
25977U,2025-06-05T19:13:01,-0.0020105441740589226,0.030990286694910225,0.4169933523863558
25977U,2025-06-05T19:13:55,0.003594348814685969,0.02353275409152376,0.41567807955771086
25977U,2025-06-05T19:14:49,0.009251681845164249,0.02124411940365481,0.41294665503516453
25977U,2025-06-05T19:15:43,0.01299772161229253,0.025373891581715033,0.4090933191640278
25977U,2025-06-05T19:16:37,0.013087452642115919,0.03417947861524451,0.4043856247784133
25977U,2025-06-05T19:17:31,0.010394381828622923,0.04436219442308301,0.39903826425134736
25977U,2025-06-05T19:18:25,0.006763286540450439,0.05433453002787198,0.39319392603281905
25977U,2025-06-05T19:19:19,0.0032059354104813907,0.06393264278489481,0.386913632678291
25977U,2025-06-05T19:20:13,6.207793053580902e-05,0.073360853581267,0.38017735244546397
25977U,2025-06-05T19:21:07,-0.0025967961043359277,0.08283092327241068,0.3728939241180533
25977U,2025-06-05T19:22:01,-0.004792550886557301,0.09249468268875576,0.36491788260820585
25977U,2025-06-05T19:22:55,-0.006583436595681325,0.10243709394267458,0.35606992899972495
25977U,2025-06-05T19:23:49,-0.008045073669982259,0.11267990400502922,0.3461576951426197
25977U,2025-06-05T19:24:43,-0.00926169829810246,0.12318853523663535,0.3349940568665517
25977U,2025-06-05T19:25:37,-0.010319937715447838,0.13388071997324041,0.3224113333375507
25977U,2025-06-05T19:26:31,-0.011303503988781596,0.14463552345998343,0.30827096452483294
25977U,2025-06-05T19:27:25,-0.012288805897151834,0.15530139497197612,0.29246937598683803
25977U,2025-06-05T19:28:19,-0.013341693129427273,0.16570235758558866,0.27494148814865993
25977U,2025-06-05T19:29:13,-0.014515371972311678,0.1756422065167142,0.25566358961282903
25977U,2025-06-05T19:30:07,-0.015849316723775975,0.18490737796681322,0.23465707002350278
25977U,2025-06-05T19:31:01,-0.017368871582132482,0.1932697740367116,0.21199388440378186
25977U,2025-06-05T19:31:55,-0.01908522440090142,0.2004911527468053,0.18780373661928196
25977U,2025-06-05T19:32:49,-0.020995519081088976,0.2063306425760234,0.16228198932637813
25977U,2025-06-05T19:33:43,-0.02308301662863711,0.21055649342954644,0.13569640987877346
25977U,2025-06-05T19:34:37,-0.025317368856956336,0.21296235529416163,0.10839023361080738
22825U,2025-06-05T18:05:31,-0.025092023945361565,0.2180152196649769,0.05856478270654415
22825U,2025-06-05T18:06:25,-0.027527734685853324,0.21474430182975457,0.03026736410920903
22825U,2025-06-05T18:07:19,-0.029947928444249095,0.20927236356131523,0.0030579136835183845
22825U,2025-06-05T18:08:13,-0.032280102330970395,0.20177549169170728,-0.02250479010236952
22825U,2025-06-05T18:09:07,-0.03444794072788333,0.19254871477075355,-0.045922469166538096
22825U,2025-06-05T18:10:01,-0.03637576659996336,0.1819908667048076,-0.0668011047905409
22825U,2025-06-05T18:10:55,-0.037993719517451424,0.170575627154679,-0.08488670105959645
22825U,2025-06-05T18:11:49,-0.03924314879867462,0.15881196149284557,-0.10008672204150654
