Tempo (UTC),East (G),North (G),Down (G)
2025-06-05T20:05:30,0.05635483975310645,0.2637366629838975,-0.15164645163145404
2025-06-05T20:06:24,0.05876994694586627,0.25775211094859307,-0.18746643294985746
2025-06-05T20:07:18,0.06114649770644211,0.2497605494715597,-0.22217648821168431
2025-06-05T20:08:12,0.06345787869178027,0.24001403703463658,-0.25541238472495364
2025-06-05T20:09:06,0.06568104053561777,0.22878856257601635,-0.28693488492269187
2025-06-05T20:10:00,0.06779525473264059,0.21634274638368098,-0.31662128657252286
2025-06-05T20:10:54,0.0697794461652817,0.2028861789598935,-0.344442551404756
2025-06-05T20:11:48,0.07160814283332143,0.18855860329514257,-0.37043248390967887
2025-06-05T20:12:42,0.07324612316407904,0.17341861367713512,-0.39465330908431506
2025-06-05T20:13:36,0.0746418625235781,0.1574405531921717,-0.4171593397211397
2025-06-05T20:14:30,0.075719872168841,0.14052025627125228,-0.4379593178006744
2025-06-05T20:15:24,0.07637191020269775,0.12249239747572886,-0.45697950417407857
2025-06-05T20:16:18,0.07644666120672679,0.10316245944619333,-0.4740330166900586
2025-06-05T20:17:12,0.07573654382913703,0.08235370993184257,-0.4888041623661941
2025-06-05T20:18:06,0.07395832448820366,0.05996492123835197,-0.5008570626739939
2025-06-05T20:19:00,0.07072028391987495,0.03603077225110964,-0.5096742018007384
2025-06-05T20:19:54,0.06546101621228861,0.010778888798868687,-0.5147230718304573
2025-06-05T20:20:48,0.05733029265854049,-0.01530596214735595,-0.5155402979752544
2025-06-05T20:21:42,0.0449582414435288,-0.04134707784790352,-0.5118159843416898
2025-06-05T20:22:36,0.02605163235518767,-0.0656515986175764,-0.503459455177095
2025-06-05T20:23:30,-0.002977949479847468,-0.08437449607203466,-0.49063203583370446
2025-06-05T20:24:24,-0.04525486068845485,-0.08846937819055224,-0.4737414801358374
2025-06-05T20:25:18,-0.09345256801765504,-0.06450025215093758,-0.453402719285753
2025-06-05T20:26:12,-0.12478095101738286,-0.016439463400167595,-0.43037708209394115
2025-06-05T20:27:06,-0.13227671142641523,0.03027991004417469,-0.4055046599418009
2025-06-05T20:28:00,-0.1277523773223146,0.06379530080552626,-0.3796420045850312
2025-06-05T20:28:54,-0.11960525667917479,0.08564909323205865,-0.35361189803825366
2025-06-05T20:29:48,-0.11084374035079037,0.0992223988022238,-0.32816646874662375
2025-06-05T20:30:42,-0.10231533117470269,0.10695552400904472,-0.3039617542666915
2025-06-05T20:31:36,-0.09419643121634473,0.11047673002892877,-0.28154152634993923
2025-06-05T20:32:30,-0.0864751541975226,0.11094360095885676,-0.26132962417592753
2025-06-05T20:33:24,-0.07910131291490792,0.10924738304591071,-0.24363114355845386
2025-06-05T20:34:18,-0.07203432908673084,0.10611811219137983,-0.2286420273339643
2025-06-05T20:35:12,-0.06525787401141486,0.10218239216721738,-0.21646378437863123
2025-06-05T20:36:06,-0.05878142818316706,0.0980035663949096,-0.20711671488524028
2025-06-05T20:37:00,-0.05263507125987604,0.09411627761077135,-0.20054341215396687
2025-06-05T20:37:54,-0.046860290520046706,0.0910552175157806,-0.19659622504589264
2025-06-05T20:38:48,-0.04149902696792629,0.08937073466433884,-0.19500800082887473
2025-06-05T20:39:42,-0.03658317861022638,0.08962230179485642,-0.19535309719750138
2025-06-05T20:40:36,-0.03212656483146137,0.09234453004983045,-0.19701240468935222
