Tempo (UTC),East (G),North (G),Down (G)
2025-06-05T20:05:30,-0.0006674427399149114,0.2080035918807334,-0.36279220806639567
2025-06-05T20:06:24,0.00033283385310638094,0.22435660015331754,-0.3358565579914121
2025-06-05T20:07:18,0.0010767191062742675,0.2397750702506623,-0.3064671430034636
2025-06-05T20:08:12,0.0015173117028563204,0.2540422382074716,-0.2747403407776536
2025-06-05T20:09:06,0.0016187598614560276,0.2669474656154557,-0.24085128418571825
2025-06-05T20:10:00,0.0013593296352192052,0.27830383135521225,-0.2050261949709331
2025-06-05T20:10:54,0.0007340900621646781,0.28795951983630436,-0.16752693715086936
2025-06-05T20:11:48,-0.00024312880129829853,0.29580019413452474,-0.1286329155458026
2025-06-05T20:12:42,-0.0015388734782510653,0.30174262613201286,-0.08862629974007344
2025-06-05T20:13:36,-0.003100644634399117,0.3057229087356359,-0.047785301133639484
2025-06-05T20:14:30,-0.0048591445497452555,0.30768448517349595,-0.00638725015588539
2025-06-05T20:15:24,-0.006732204734132072,0.30757127114883903,0.035280449344908434
2025-06-05T20:16:18,-0.008630103875419154,0.3053292687774145,0.07690644497774791
2025-06-05T20:17:12,-0.01046167109606981,0.30091694258980756,0.1181448753602203
2025-06-05T20:18:06,-0.012140329254746517,0.2943213875549,0.15861340266797827
2025-06-05T20:19:00,-0.013589155826199411,0.2855751532576244,0.19790226813913162
2025-06-05T20:19:54,-0.014744179803457698,0.2747682790552742,0.2355931050639676
2025-06-05T20:20:48,-0.015555489568061109,0.2620517254208905,0.27128304791403324
2025-06-05T20:21:42,-0.01598622951897641,0.24763131885475045,0.3046081174088598
2025-06-05T20:22:36,-0.016010087991614862,0.23175446012071804,0.3352604441243728
2025-06-05T20:23:30,-0.01560827715563991,0.21469404372049225,0.362996319679064
2025-06-05T20:24:24,-0.014767147925174135,0.19673456196933917,0.38763537854671437
2025-06-05T20:25:18,-0.013477402546353141,0.17816413362479297,0.4090541909383117
2025-06-05T20:26:12,-0.011735389178820605,0.1592737625314618,0.42717916300475745
2025-06-05T20:27:06,-0.009546308144085181,0.14036244857106084,0.4419834228892013
2025-06-05T20:28:00,-0.006928526274378668,0.12174482410970958,0.45349051090031756
2025-06-05T20:28:54,-0.00391782045944816,0.10375747730295894,0.46178489400286754
2025-06-05T20:29:48,-0.0005705041458913305,0.08676135552428314,0.4670264966080595
2025-06-05T20:30:42,0.0030346531793009287,0.07114066195461746,0.4694643736039889
2025-06-05T20:31:36,0.006793341685918287,0.057303603542777394,0.46944382807609775
2025-06-05T20:32:30,0.010562998418979659,0.04569781475111003,0.46740183210653474
2025-06-05T20:33:24,0.014115276370448036,0.036863146848412166,0.46384741945861474
2025-06-05T20:34:18,0.01698129508163889,0.03154179795214901,0.4593264926350814
2025-06-05T20:35:12,0.018028803316391194,0.03072934231885866,0.4543738017794221
2025-06-05T20:36:06,0.014932115152316593,0.03483780500764404,0.4494581353266189
2025-06-05T20:37:00,0.00621463438476217,0.041206320834763374,0.44492928525259673
2025-06-05T20:37:54,-0.004364113378027941,0.04617858194903505,0.44097634153184223
2025-06-05T20:38:48,-0.01281455909921689,0.05026879172557202,0.43760575767595167
2025-06-05T20:39:42,-0.018870305218728713,0.05505899731424331,0.4346443335322569
2025-06-05T20:40:36,-0.023339066304247338,0.0611911179726438,0.4317673893147006
2025-06-05T20:41:30,-0.026826532693782944,0.06879833495955892,0.42854718199148667
2025-06-05T20:42:24,-0.029682353485546886,0.07781292416686565,0.4245125268210113
2025-06-05T20:43:18,-0.03210453606631203,0.08805045649026534,0.41920884001504843
2025-06-05T20:44:12,-0.03421020204703514,0.0992399015708019,0.4122488596437229
2025-06-05T20:45:06,-0.036073915445575,0.11105102540963505,0.40334762289467463
2025-06-05T20:46:00,-0.037747513573096844,0.12312491416265696,0.3923396202969889
2025-06-05T20:46:54,-0.03926957364039585,0.1351035547204635,0.3791799255545895
2025-06-05T20:47:48,-0.040668863618181145,0.14665459103496672,0.36393340443697203
2025-06-05T20:48:42,-0.041964486757937715,0.15748968260951737,0.34675651598468143
2025-06-05T20:49:36,-0.04316470944778628,0.16737670701719778,0.327875233691075
2025-06-05T20:50:30,-0.044265960087401246,0.1761466164653105,0.3075612163654107
2025-06-05T20:51:24,-0.045252936007773706,0.1836953188381466,0.28610748443061224
2025-06-05T20:52:18,-0.0461001432952031,0.18998027574269777,0.26380493759637386
2025-06-05T20:53:12,-0.04677462941480288,0.19501139520012448,0.24092183464811165
2025-06-05T20:54:06,-0.047239283109552464,0.1988366378979788,0.21768909670380665
2025-06-05T20:55:00,-0.047455956901584426,0.20152433014209065,0.1942941733949602
2025-06-05T20:55:54,-0.04738781919655679,0.2031457523538953,0.1708847999611734
2025-06-05T20:56:48,-0.04700068622096271,0.20376227234326155,0.14758150363212136
2025-06-05T20:57:42,-0.04626348390173964,0.20342053690558773,0.1244950266387915
2025-06-05T20:58:36,-0.04514830148175649,0.20215705142712168,0.10174301360829228
2025-06-05T20:59:30,-0.04363061444019657,0.20001054099708757,0.07946022549649563
2025-06-05T21:00:24,-0.041690182678666345,0.1970378347620955,0.057798283315975946
2025-06-05T21:01:18,-0.03931250512275199,0.19332796221387777,0.036915175040360244
2025-06-05T21:02:12,-0.036491263395635264,0.18900912120649685,0.01695544545416464
2025-06-05T21:03:06,-0.03323029888644922,0.18424651772158873,-0.0019706979899530223
2025-06-05T21:04:00,-0.029545037420416254,0.1792312698426144,-0.019805403227880925
2025-06-05T21:04:54,-0.02546244748266085,0.1741639321701077,-0.036553027926215814
2025-06-05T21:05:48,-0.02101922669933127,0.16923739580413896,-0.05228057722205265
2025-06-05T21:06:42,-0.01625832784477416,0.1646233807579956,-0.06711062449591627
2025-06-05T21:07:36,-0.011224407134361526,0.16046452146773266,-0.08121080248040206
2025-06-05T21:08:30,-0.0059591166381334805,0.15687114641913916,-0.09478415200996783
2025-06-05T21:09:24,-0.0004972571550489625,0.15391954516798806,-0.1080627735628299
2025-06-05T21:10:18,0.00513538633623012,0.15164785776697484,-0.12130416520781258
2025-06-05T21:11:12,0.010922148757834694,0.15004709791301815,-0.1347867394566418
2025-06-05T21:12:06,0.01685373325318119,0.14904774515777763,-0.14879968942674757
2025-06-05T21:13:00,0.022925377526257337,0.1485056031154712,-0.16362343857388864
2025-06-05T21:13:54,0.02913412135988059,0.1481927382273476,-0.17950020994067692
2025-06-05T21:14:48,0.035477513452191495,0.1477991178592205,-0.19659866835764556
2025-06-05T21:15:42,0.04195498335425335,0.14694767617540158,-0.2149804161178293
2025-06-05T21:16:36,0.04857279418964003,0.14522051006453152,-0.2345777203268066
2025-06-05T21:17:30,0.05535308871908385,0.14218795171531015,-0.25519030901048023
2025-06-05T21:18:24,0.06234703647815495,0.13742649971912516,-0.27650461926700665
2025-06-05T21:19:18,0.06965090040403274,0.1305059443453032,-0.2981328505699445
2025-06-05T21:20:12,0.07741917699555664,0.12091781892908976,-0.31966355394507007
2025-06-05T21:21:06,0.0858495342446533,0.10790039810230893,-0.3407121784319399
2025-06-05T21:22:00,0.09503624543507924,0.09008984660743123,-0.36096011942560285
2025-06-05T21:22:54,0.10430519372972069,0.0650001059052999,-0.3801742957575425
2025-06-05T21:23:48,0.11001505213668483,0.029334307519123994,-0.3982049088847882
2025-06-05T21:24:42,0.10282768074030228,-0.01497777582785592,-0.4149649320815494
2025-06-05T21:25:36,0.07789232159117775,-0.0510043339137001,-0.430399206933478
2025-06-05T21:26:30,0.04863636062091499,-0.06532257947625854,-0.44445263977095384
2025-06-05T21:27:24,0.026312404287543487,-0.06367787289748088,-0.45704575799327185
2025-06-05T21:28:18,0.011531714065976176,-0.05426551703116264,-0.4680626047719825
2025-06-05T21:29:12,0.0020708522180524717,-0.0411679088543231,-0.4773519351858342
2025-06-05T21:30:06,-0.0038989599138245412,-0.026067014422142563,-0.484739213086016
2025-06-05T21:31:00,-0.007553031644926389,-0.009693293071621074,-0.4900448178229705
2025-06-05T21:31:54,-0.009628917265227355,0.0075745213357994575,-0.49310334465302763
2025-06-05T21:32:48,-0.010602272154438638,0.025487953244823267,-0.4937796002252234
2025-06-05T21:33:42,-0.010791367351701322,0.04385091476657059,-0.4919783080638284
2025-06-05T21:34:36,-0.010416771921343807,0.062496019669381335,-0.48764616371474256
