Tempo (UTC),East (G),North (G),Down (G)
2025-06-05T20:05:30,0.09384302589379007,0.0702131685753999,-0.44511773309508607
2025-06-05T20:06:24,0.09620464810852918,0.08323562719285081,-0.42785496478225654
2025-06-05T20:07:18,0.0967902283001979,0.09632405192013005,-0.4092856439905531
2025-06-05T20:08:12,0.09593055033358619,0.10884674639324515,-0.3895707648990735
2025-06-05T20:09:06,0.09395648776440742,0.12039628115809363,-0.36889562809000426
2025-06-05T20:10:00,0.09113932222821756,0.13075515846454186,-0.34747037964075306
2025-06-05T20:10:54,0.08767622233463462,0.1398480891091516,-0.32552468596151096
2025-06-05T20:11:48,0.08370340874517426,0.14770145185817668,-0.3032956773554601
2025-06-05T20:12:42,0.07931916190311228,0.154414189858518,-0.2810100038378781
2025-06-05T20:13:36,0.07460475112438622,0.16013642079285556,-0.2588627819362614
2025-06-05T20:14:30,0.0696375031442076,0.1650507084493415,-0.2369976958685391
2025-06-05T20:15:24,0.06449481736893914,0.1693528947877775,-0.21549292849638185
2025-06-05T20:16:18,0.05925092968639912,0.17323217556110934,-0.19435663989469323
2025-06-05T20:17:12,0.053969836736732175,0.17685231929890213,-0.1735335649878694
2025-06-05T20:18:06,0.048698161199598966,0.1803369118954616,-0.1529215863314616
2025-06-05T20:19:00,0.04346104602661942,0.18376114000112856,-0.13239469649495883
2025-06-05T20:19:54,0.038262737759401276,0.1871512303384512,-0.11182735660045341
2025-06-05T20:20:48,0.033091821057197435,0.19049085148412034,-0.09111528850321247
2025-06-05T20:21:42,0.027929597433476925,0.1937322383715706,-0.07018912428081313
2025-06-05T20:22:36,0.022759255667922786,0.1968090303944161,-0.049019555577120406
2025-06-05T20:23:30,0.017573440124437748,0.19964800659209836,-0.02761492071300107
2025-06-05T20:24:24,0.012378513404499164,0.20217787971248732,-0.006013825379517056
2025-06-05T20:25:18,0.007194945955648519,0.20433463646048675,0.015724017084953735
2025-06-05T20:26:12,0.0020544529539066963,0.20606406956423312,0.03752604139160114
2025-06-05T20:27:06,-0.0030046362671246655,0.2073227466084303,0.059312739503796355
2025-06-05T20:28:00,-0.007941989610244945,0.20807856806345093,0.08100119745093223
2025-06-05T20:28:54,-0.012718383799742303,0.20831143731137602,0.10250726784307271
2025-06-05T20:29:48,-0.0172965969816605,0.20801375891978854,0.12374769013760663
2025-06-05T20:30:42,-0.02164029391005129,0.20718990845790902,0.14464301640834978
2025-06-05T20:31:36,-0.025711893532680448,0.20585377232489413,0.16512126439052996
2025-06-05T20:32:30,-0.02947078075558269,0.2040240026670083,0.18512125876201663
2025-06-05T20:33:24,-0.03287308104558914,0.20171757894183176,0.2045940896271506
2025-06-05T20:34:18,-0.0358736226551315,0.19894324139334402,0.22350129077667755
2025-06-05T20:35:12,-0.03842987710666191,0.19569695053632616,0.24180921711671713
2025-06-05T20:36:06,-0.04050687891303151,0.19196143577161615,0.2594804013708938
2025-06-05T20:37:00,-0.0420816461993921,0.18771106219593495,0.27646394094859744
2025-06-05T20:37:54,-0.043145616806309,0.18292186743483385,0.2926877413707683
2025-06-05T20:38:48,-0.04370408696420935,0.1775851006254282,0.30805541047394086
2025-06-05T20:39:42,-0.0437724442521435,0.17172140129543276,0.3224497069285285
2025-06-05T20:40:36,-0.043369870846573615,0.16539226397162993,0.33574292473132306
2025-06-05T20:41:30,-0.042511884386172885,0.1587058049089261,0.34781286984310983
2025-06-05T20:42:24,-0.04120338289011123,0.15181497166086622,0.35856164175303024
2025-06-05T20:43:18,-0.039433715099375294,0.14490787798799992,0.3679336602306244
2025-06-05T20:44:12,-0.03717483475431969,0.13819146320909817,0.37592945272335676
2025-06-05T20:45:06,-0.03438309618517837,0.1318707843952632,0.38261256684486844
2025-06-05T20:46:00,-0.03100505079892636,0.12612679909350855,0.3881083149743504
