Tempo (UTC),East (G),North (G),Down (G)
2025-06-05T20:05:30,0.03295937726564986,0.037101739459228435,-0.40140703721775667
2025-06-05T20:06:24,0.03557928137209723,0.05242162763468899,-0.3965648603874722
2025-06-05T20:07:18,0.03757109929484762,0.06734778279135537,-0.3897508520778565
2025-06-05T20:08:12,0.03903537269043759,0.08179567370426777,-0.3811139031236453
2025-06-05T20:09:06,0.04005676195872209,0.09572050807632687,-0.37078988358639015
2025-06-05T20:10:00,0.04070796348601299,0.10910359680187175,-0.35889226159590415
2025-06-05T20:10:54,0.04105156177761152,0.12193868581860964,-0.3455083527320476
2025-06-05T20:11:48,0.04114097547203211,0.1342195870843522,-0.3307008238800349
2025-06-05T20:12:42,0.04102111696242999,0.14593023545089484,-0.31451345858901725
2025-06-05T20:13:36,0.04072902887448586,0.15703789706780097,-0.29697988813516896
2025-06-05T20:14:30,0.040294543101955724,0.16748986126534818,-0.27813393864722546
2025-06-05T20:15:24,0.03974090667705682,0.17721365098019987,-0.25802032213501697
2025-06-05T20:16:18,0.03908530963434411,0.1861205794488656,-0.23670449964053858
2025-06-05T20:17:12,0.03833930105460917,0.19411229846680197,-0.21428061713775487
2025-06-05T20:18:06,0.037509152536729054,0.20108975665621076,-0.19087648274623528
2025-06-05T20:19:00,0.03659628704953157,0.20696368859945266,-0.16665469570130176
2025-06-05T20:19:54,0.035597909536515995,0.21166542885709333,-0.1418093405416277
2025-06-05T20:20:48,0.034507944527700125,0.2151565903141123,-0.11655816723973239
2025-06-05T20:21:42,0.03331831411697031,0.2174360882018574,-0.09113085120723122
2025-06-05T20:22:36,0.032020499704184885,0.21854322388123196,-0.06575464127793147
2025-06-05T20:23:30,0.030607251317283223,0.21855608330361379,-0.04063927845317984
2025-06-05T20:24:24,0.02907426350328701,0.21758527155736362,-0.01596332566301416
2025-06-05T20:25:18,0.027421638833271925,0.21576382792153492,0.008136120922713212
2025-06-05T20:26:12,0.025655004914921495,0.21323483640890045,0.03156895980838955
2025-06-05T20:27:06,0.02378621977474799,0.21013858250987452,0.05429235244325873
2025-06-05T20:28:00,0.0218336670871323,0.20660101548709014,0.07630617535485198
2025-06-05T20:28:54,0.019822182482118686,0.20272479244608124,0.09764485090191462
2025-06-05T20:29:48,0.01778265199850735,0.19858346425973816,0.11836711512967865
2025-06-05T20:30:42,0.015751287859813813,0.19421864860670127,0.13854518675036964
2025-06-05T20:31:36,0.01376853634656838,0.18963955392390494,0.15825433308774411
2025-06-05T20:32:30,0.01187753904402443,0.18482411702627102,0.17756320251573915
2025-06-05T20:33:24,0.01012208220199254,0.17972130066054035,0.19652478208889698
2025-06-05T20:34:18,0.008544045253258773,0.1742546165675864,0.21516767539842535
2025-06-05T20:35:12,0.007180491042608741,0.16832743898816047,0.23348767652801
2025-06-05T20:36:06,0.006060693647166618,0.16183088053154301,0.2514402541602899
2025-06-05T20:37:00,0.005203522664523527,0.15465473338179372,0.26893529866449895
